org_name	addr	contact_phone
華研牙醫診所	台北市仁愛路四段2號	27034643
謝牙醫診所	台北市仁愛路四段300巷26弄9號	227041269
南陽診所	台北市仁愛路四段310之3號	27840120
陽昇牙醫診所	台北市仁愛路四段345巷15弄14號	227312892
復光牙醫診所	台北市仁愛路四段390號	227066482
泰仁牙醫診所	台北市仁愛路四段407之2號	227412442
哈佛牙醫診所	台北市仁愛路四段411號	02-27728939
本華牙醫診所	台北市仁愛路四段413號	27517896
蔡青松整形外科診所	台北市仁愛路四段419號	227316837
協力牙醫診所	台北市仁愛路四段4號	27016800
佳醫美人診所	台北市仁愛路四段66號	27086333
宏恩醫療財團法人宏恩綜合醫院	台北市仁愛路四段71巷1號	227713161
李治華整形外科診所	台北市仁愛路四段79號	227727975
綺顏診所	台北市仁愛路四段109號	27773636
敦化芝加哥牙醫診所	台北市仁愛路四段一五一巷39號	227315566
游鴻儒皮膚科診所	台北市仁愛路四段一五一巷36號	87719911
來德牙醫診所	台北市仁愛路四段145號	87710071
誼安診所	台北市仁愛路四段25號	87730081
宜仁堂中醫診所	台北市仁愛路四段三OO巷九弄2號	27080832
漂亮整形外科診所	台北市仁愛路四段三四五巷四弄26號	28778383
光本皮膚科診所	台北市仁愛路四段407之1號	227719643
松德診所	台北市四維路170巷16號	27073366
康泰牙醫診所	台北市四維路170巷16號	227094077
怡登采風牙醫診所	台北市四維路170巷19號	77306766
1931閎茗牙醫診所	台北市四維路178號	27026865
沈德昌診所	台北市四維路189號	227035300
適群復健科診所	台北市四維路198巷32號	66082888
敦維牙醫診所	台北市四維路33號	27061555
慈諴中醫診所	台北市四維路50號	27076207
健元牙醫診所	台北市四維路52巷16號	227053137
正明診所	台北市四維路76巷9號	223259210
維康中醫診所	台北市四維路一七0巷29號	27049562
誠良牙醫診所	台北市永康街13巷1號	23936306
詹耳鼻喉科診所	台北市永康街六巷16號	23969521
秀傳醫院	台北市光復南路116巷1.3.5號	(02)2771-7172
維格診所	台北市光復南路180巷4號	02-27755026
康婕婦產科診所	台北市光復南路240巷23號	27036718
雅美姬時尚診所	台北市光復南路260巷23號	02-27116690
雅美姬中醫診所	台北市光復南路260巷23號	25681175
榮主診所	台北市光復南路280巷23號	27116512
楊氏診所	台北市光復南路280巷24號	27763008
波士頓牙醫診所	台北市光復南路288號	227736789
盧靜怡皮膚專科診所	台北市光復南路288號	02-27512066
光流診所	台北市光復南路296號	27755118
仁愛星和診所	台北市光復南路306號	27117128
曾安牙醫診所	台北市光復南路306號	227415646
萬安中醫診所	台北市光復南路308巷25號	27783339
立名牙醫診所	台北市光復南路308巷26號	227212730
德尚牙醫診所	台北市光復南路308巷44號	27310899
楊懷卿耳鼻喉科診所	台北市光復南路308巷55號	227214882
杏立博全診所	台北市光復南路318號	02-27722138
華品中醫診所	台北市光復南路346巷54號	87739232
合元堂中醫診所	台北市光復南路390號	27552756
心悅牙醫診所	台北市光復南路402號	02-2702-0003
林海民牙醫診所	台北市光復南路412號	223255488
永安中醫診所	台北市光復南路420巷21號	227230889
天祥牙醫診所	台北市光復南路420巷7號	227053159
佳恩牙醫診所	台北市光復南路426號	227026714
黃清浩耳鼻喉科診所	台北市光復南路430號	227085413
大安尊生堂中醫診所	台北市光復南路558號	27069730
汾陽中醫診所	台北市光復南路578號	23256886
鼎昀牙醫診所	台北市光復南路一八0巷7號	227419187
人康診所	台北市光復南路二四0巷23號	227418080
瑞品牙醫診所	台北市光復南路390之1號	27040466
群和牙醫診所	台北市光復南路348之2號	27408858
漢光牙醫診所	台北市光復南路570號	27024702
安和旭麗診所	台北市安和路1段101號	02-27012328
瑞誠牙醫診所	台北市安和路1段106號	27550996
安整形外科診所	台北市安和路1段113號	77099399
名媛芭比時尚醫美診所	台北市安和路1段19號	02-77137886
詹成晚牙醫診所	台北市安和路1段29號	27521030
安仁診所	台北市安和路1段29號	87733676
優瑞牙醫診所	台北市安和路1段69號	27552313
加美診所	台北市安和路2段60號	02-2325-2223
瑞雲牙醫診所	台北市安和路一段10號	227411472
馬大勳婦產科診所	台北市安和路一段11號	227527321
柯嘉音小兒科診所	台北市安和路一段127巷12號	27080337
欣民牙醫診所	台北市安和路一段135巷18號	227085344
麗式診所	台北市安和路一段137號	27092558
天美安和診所	台北市安和路一段77號	27021889
許必靈牙醫診所	台北市安和路一段99號	227556600
首席牙醫診所	台北市安和路一段70號	27020521
蘇仁和耳鼻喉科診所	台北市安和路一段11號	27410843
皓群牙醫診所	台北市安和路一段53號	27402979
名範牙醫診所	台北市安和路二段167號	223785060
偉成牙醫診所	台北市安和路二段175號	227370277
維鈞牙醫診所	台北市安和路二段32巷12號	27001633
董曉青眼科診所	台北市安和路二段69巷6號	227383591
景泰牙醫診所	台北市安和路二段147及149號	87326600
美佳牙醫診所	台北市安居街45號	227354551
安居牙醫診所	台北市安居街46巷1號	02-27351682
國治內科診所	台北市安居街98巷18號	223775352
李唯通診所	台北市安居街19號	23773506
志清牙醫診所	台北市安東街54號	27755456
好健康中醫診所	台北市辛亥路2段171巷15號	27360936
臺北市立聯合醫院附設大安門診部	台北市辛亥路3段15號	227390344
簡萬居耳鼻喉科診所	台北市辛亥路一段28號	223680279
和麗診所	台北市和平東路1段121號	23582650
許靜瑛小兒科診所	台北市和平東路1段230號	23629088
莊國豐婦產科診所	台北市和平東路1段8號	23688206
慈佑中醫診所	台北市和平東路2段111號	23255817
育揚中醫診所	台北市和平東路2段221號	27375025
健華診所	台北市和平東路2段255號	27072990
問心中醫診所	台北市和平東路2段34號	83691895
華盛頓牙醫診所	台北市和平東路3段111號	27393111
朝代牙醫診所	台北市和平東路3段218號	2735-2100
大安牙醫診所	台北市和平東路3段228巷2號	23776060
東方中醫診所	台北市和平東路3段22號	02-27330922
弘名牙醫診所	台北市和平東路3段250號	27335539
安居診所	台北市和平東路3段252號	27324000
邱醫師診所	台北市和平東路3段288號	02-27392696
品範牙醫診所	台北市和平東路3段340號	87321503
中日美聯合牙醫診所	台北市和平東路3段51號	27002387
果子美人診所	台北市和平東路3段66之3號	02-77303888
仁愛牙醫診所	台北市和平東路3段79號	23778487
那明珠診所	台北市和平東路3段8號	27360589
安麗牙醫診所	台北市和平東路3段99號	02-2736-9454
陳柏豪耳鼻喉科診所	台北市和平東路一段10號	223625458
灩妮醫美診所	台北市和平東路一段10號	23638187
樂活診所	台北市和平東路一段162號	02-23683883
許世賓婦產科診所	台北市和平東路一段169號	33932211
群星牙醫診所	台北市和平東路一段171號	33932277
向安婦產科外科診所	台北市和平東路一段197號	223952633
欣欣牙醫診所	台北市和平東路一段198號	223630038
名人牙醫診所	台北市和平東路一段200號	223628691
周彥儒牙醫診所	台北市和平東路一段218號	23649922
誠鼎牙醫診所	台北市和平東路一段66號	23694567
至善牙醫診所	台北市和平東路一段67號	23968883
教主醫美整形外科診所	台北市和平東路一段6號	02-23682000
教主診所	台北市和平東路一段6號	02-23682980
詹內科診所	台北市和平東路一段77之2號	223928283
冠德牙醫診所	台北市和平東路一段91號	23224533
明圳齒顎矯正專科診所	台北市和平東路一段91號	223224533
大正眼科診所	台北市和平東路一段258號	02-23656363
呂文智中醫診所	台北市和平東路一段258號	223631598
和平大愛眼科診所	台北市和平東路一段6號	23652727
杏霖中醫診所	台北市和平東路二段101號	27001598
懷恩牙醫診所	台北市和平東路二段102之2號	27358050
新象牙醫診所	台北市和平東路二段111號	227086420
啟誠聯合診所	台北市和平東路二段120號	223784380
永大牙醫診所	台北市和平東路二段127號	227082603
麗安牙醫診所	台北市和平東路二段16號	02-23628819
麗晶牙醫診所	台北市和平東路二段175巷27號	227064162
光利牙醫診所	台北市和平東路二段18之8號	223629312
景德耳鼻喉科診所	台北市和平東路二段191號	227091363
陳秀鳳婦產科診所	台北市和平東路二段191號	227050661
定國牙醫診所	台北市和平東路二段201之1號	227040633
名品牙醫診所	台北市和平東路二段259號	227018073
新苑牙醫診所	台北市和平東路二段265巷12號	27097038
曹眼科診所	台北市和平東路二段269號	227056576
師院牙醫診所	台北市和平東路二段297號	27004231
李翔耳鼻喉科診所	台北市和平東路二段30號	223697877
施崇仁耳鼻喉科診所	台北市和平東路二段311巷13號	227091592
上上牙醫診所	台北市和平東路二段311巷14號	227010199
陳志明診所	台北市和平東路二段337號	227549558
全家聯合診所	台北市和平東路二段353號	227067575
偉恩牙醫診所	台北市和平東路二段88及88之1號	227387333
安東診所	台北市和平東路二段98之1號	23786111
昱典牙醫診所	台北市和平東路二段99號	27069600
仁安診所	台北市和平東路二段175巷34號	227065995
信望愛牙醫診所	台北市和平東路二段18之1號	23634158
碩美牙醫診所	台北市和平東路二段三十六巷3號	83692796
小王子牙醫診所	台北市和平東路二段40號	33651749
林正宗婦產科診所	台北市和平東路三段100號	227337008
晶華眼科診所	台北市和平東路三段122號	23788288
安吉耳鼻喉科診所	台北市和平東路三段226號	27385008
新長安診所	台北市和平東路三段228巷39號	223775016
詠恩中醫診所	台北市和平東路三段228巷7號	02-27337285
大安黃耳鼻喉科診所	台北市和平東路三段234號	227327331
劉達昌眼科診所	台北市和平東路三段238號	227323792
明圓中醫診所	台北市和平東路三段320號	27075788
張國麟耳鼻喉科診所	台北市和平東路三段147號	27338386
以諾牙醫診所	台北市和平東路三段70之1號	227331306
宜德復健科診所	台北市和平東路三段210號	27356266
明泰牙醫診所	台北市和平東路三段318號	227331917
和恩堂中醫診所	台北市和平東路三段63號	87801529
榮愛牙醫診所	台北市延吉街109號	227210037
超仁牙醫診所	台北市延吉街114號	27791119
大觀堂中醫診所	台北市延吉街118號	27112123
樺慶牙醫診所	台北市延吉街131巷20號	227216553
皓美牙醫診所	台北市延吉街135之3號	02-27522003
瑞鵬牙醫診所	台北市延吉街135號	227818054
聖心牙醫診所	台北市延吉街140號	227312751
優德診所	台北市延吉街153之2號	227219923
自體心理診所	台北市延吉街153之9號	27754121
杏和牙醫診所	台北市延吉街162號	227528028
劉賢平婦產科診所	台北市延吉街175號	227216133
陳媚音眼科診所	台北市延吉街179號	227529572
佳德牙醫診所	台北市延吉街186號	227773568
醫道堂黃中醫診所	台北市延吉街233之3號	227016216
慈民骨科診所	台北市延吉街233巷2號	27069888
松林牙醫診所	台北市延吉街233巷8號	(02)2754-7628
田嘉程診所	台北市延吉街239號	27018262
卓越牙醫診所	台北市延吉街241巷2弄1號	227029401
黃明仁牙醫診所	台北市延吉街242號	227097149
萬通耳鼻喉科診所	台北市延吉街64之2號	227518909
嘉正牙醫診所	台北市延吉街一三八巷3號	87719706
曾醫師診所	台北市延吉街二三三巷9號	27092633
延吉診所	台北市延吉街二四一巷二弄5號	27035082
日禾牙醫診所	台北市忠孝東路3段217巷3弄4號	27409412
祥欽診所	台北市忠孝東路3段217巷5弄5號	27817274
啟安診所	台北市忠孝東路3段239號	27713369
夏葳儀診所	台北市忠孝東路3段243號	27319086
聶美華中醫診所	台北市忠孝東路3段246號	27118333
里約診所	台北市忠孝東路3段249之1號	27787221
精緻立?醫美診所	台北市忠孝東路3段249之1號	27516777
